id,title,description,content,sourceLink,sourcePublishedAt,author,sourceMedia,sourceReferenceImages,sourceVideos
718,Cinematic Epic Battle Prompt: Beauty vs. Monster,"A detailed cinematic prompt for Seedance 2.0 to generate a high-quality 4K video of a beautiful, cold female swordswoman fighting a massive rock monster. The prompt specifies character details, actions (defense, leap), scene setting (dark ruins, lava, strong light effects), and complex camera movements like Dolly Zoom and Crane Up to achieve an epic, dark, and sharp film quality.","[主体]: 一位黑波浪发红衣的高冷美女（面部参考图1）剑客，手持发光的冷兵器长剑，五官精致清晰，面部稳定不扭曲，眼神凌厉。
[动作]: 面对前方如山脉般巨大的岩石怪兽，美女缓慢横剑摆出防御姿态；怪兽张开巨口缓慢嘶吼，空气中尘土飞扬；美女轻盈跃起，动作连贯自然，不僵硬。
[场景]: 荒凉的暗黑废墟，侧逆光勾勒人物轮廓，强烈的丁达尔效应，岩浆在大地裂缝中流淌。
[运镜]: 起始为仰视特写，随后执行希区柯克变焦(Dolly Zoom)营造眩晕感，镜头随着美女跃起平稳升降(Crane Up)，画面稳定不抖动。
[风格/画质]: 4K超高清，极致电影质感，细节丰富，锐度清晰，暗调高级风格。
[约束]: 人体结构正常，面部稳定不变形，无重影，无闪烁，禁止剧烈模糊动作。",https://x.com/Adam38363368936/status/2027744889950376413,2026-02-28T13:57:10.000Z,"{""name"":""Adam也叫吉米"",""link"":""https://x.com/Adam38363368936""}",[],[],"[{""id"":""69a3d580f49a230004066d4e"",""url"":""https://video.twimg.com/amplify_video/2027744437087178758/vid/avc1/836x1112/kMjqSZbHkSfgR0Qo.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2027744437087178758/img/g6AczKGMwc5HF6rP.jpg"",""caption"":null}]"
717,POV AI Girlfriend Weekend Invitation Prompt,"A detailed Seedance 2.0 prompt for generating a realistic, cinematic POV video featuring an attractive Asian woman. The scene captures a moment where she is sitting by a window, playfully trying to block the camera, and then leaning in to invite the viewer out for the weekend, focusing on subtle sounds and intimate atmosphere.",主体： 真实摄影风格，一位年轻漂亮的亚洲女性（面部参考 @）坐在高层建筑的飘窗前，黑色波浪头发，穿着非常宽松的白色衬衣，POV视角，女性用右手试图挡住镜头，脸上带着一抹浅浅的微笑，自然光线，细腻真实，有胶片颗粒感。 镜头保持主观视角（POV），她笑着轻轻推了一下镜头，伴随着衣袖摩擦的细微`沙沙`声，语气带着半真半假的娇嗔：“哎呀……别拍我了嘛。” 随即，她放下了挡在镜头前的手，身体不再后退，反而主动前倾凑近镜头，直到精致的面孔占据了大半个画面。她眼里的笑意加深，直视着镜头，稍微压低声音，“终于到周末了，要不要出去走走啊？”说完，她轻轻咬了一下下唇，呼吸声清晰可闻。背景中窗外的城市喧嚣被隔绝，只有室内安静暧昧的空气流动声。高清晰度，9：16。,https://x.com/Adam38363368936/status/2027934909877330297,2026-03-01T02:32:14.000Z,"{""name"":""Adam也叫吉米"",""link"":""https://x.com/Adam38363368936""}",[],[],"[{""id"":""69a3d57ef49a230004066d4d"",""url"":""https://video.twimg.com/amplify_video/2027934090985672709/vid/avc1/720x1280/60BCKXWIFZyuFqju.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2027934090985672709/img/aVZGFJBCXDJWQAhp.jpg"",""caption"":null}]"
716,Hyper-realistic Night Portrait of an Asian Woman in Chongqing,"A detailed prompt for generating a hyper-realistic, high-quality portrait of a young Asian woman at night, set against the backdrop of Hongyadong in Chongqing, China. The image should feature dramatic shadows and lighting, captured with a mobile phone's rear camera and a strong flash, maintaining a consistent facial identity.",杰作，最佳画质，细节光影，戏剧性阴影，丰满身材，清纯面容。（使用100%相同的参考脸）创作一张夜晚年轻亚洲女性的超写实人像，9:16比例（竖幅人像）。中景（腰部以上），使用手机后置摄像头搭配强闪光灯拍摄，背景为中国重庆洪崖洞。,https://x.com/joshesye/status/2027718117967925431,2026-02-28T12:10:47.000Z,"{""name"":""行者AI视频"",""link"":""https://x.com/joshesye""}","[""https://pbs.twimg.com/media/HCPmRKzbEAAbHdo.jpg"",""https://pbs.twimg.com/media/HCPmRLCaAAAsaSG.jpg"",""https://pbs.twimg.com/media/HCPmRK2bgAAVmiY.jpg"",""https://pbs.twimg.com/media/HCPmm0GbEAAoXen.jpg""]",[],[]
715,Oiran-Style Photoshoot Transformation Prompt,"A comprehensive, multi-section prompt designed to transform a character reference image into a 'nighttime oiran-style photoshoot' aesthetic. It specifies the setting (Japanese tatami room), lighting (strong direct flash), costume (red-and-black brocade kimono), props (folding fan, paper umbrella), composition, pose, and detailed makeup instructions, while strictly maintaining the character's facial identity.","任何一张人像，一键变装-日式花魁。

 [Task]
Transform the person in 【Character Reference Image】 into a “nighttime oiran-style photoshoot in a Japanese tatami room” aesthetic: an indoor tatami room setting, with a strong on-camera direct flash creating a high-contrast, slightly dirty/gritty nighttime snapshot texture. The subject wears a red-and-black brocade kimono / oiran-style ornate outfit, holds a black-and-red folding fan partially covering the face, with an opened paper umbrella behind them. Outside the wooden window is a nighttime garden with hanging strands of white flowers. The character’s identity must remain consistent (facial features and face shape unchanged).

[Identity Consistency]

* Strictly preserve 【Character Reference Image】: face shape contour, facial feature proportions (brows/eyes / nose bridge / lips), sense of age, gender, and skin tone base
* Allowed: makeup, hairstyle, clothing, pose, props, environment, and lighting reconstruction
* Forbidden: face swapping, generic influencer-face beautification, anime stylization, excessive smoothing / plastic skin

[Aspect Ratio & Composition]

* Vertical 2:3
* Framing: seated half-body to two-thirds body shot (including legs and the spread of the garment hem), with the subject occupying the lower-middle area of the frame
* Composition: subject positioned slightly below center; wooden window lattice clearly visible in the background; an opened paper umbrella appears in the rear-left area as a compositional counterweight
* Camera angle: slightly high angle with a gentle downward tilt, carrying a casual “handheld night snapshot” realism, not a formal studio setup

[Pose & Body Language]

* Pose: kneeling / side-seated on tatami (hips on the floor, legs bent and extending outward to one side), with the upper body leaning slightly forward
* Shoulders / neck: exposed shoulder or a slipped collar, visible collarbones, with a subtle sensual undertone
* Hands: one hand raises a black-and-red folding fan, covering a small portion of the face; the other hand supports the fan or gathers the sleeve
* Head & gaze: head slightly lowered, eyes glancing toward the camera from the edge of the fan or half-lidded (seductive, dangerous, provocative, but restrained)
* Expression: no smile; cold beauty with a teasing undertone

[Makeup — sensual oiran / geisha-inspired makeup]

* Base makeup: pale, cool-toned powdered complexion (while retaining real skin texture, no plastic skin smoothing)
* Eye makeup: red eyeshadow / flushed red tones spreading across the upper eyelids and lower eyelids, elongated eyeliner, creating an overall “drunken red / yandere-like” atmosphere
* Lip makeup: deep red or dark crimson, with sharply defined lip shape
* Optional: slight facial blush, red shading under the eyes (to intensify the eerie sensuality)

[Hairstyle & Hair Accessories]

* Hairstyle: high updo / large traditional coiffure
* Hair accessories: golden tassel hairpins + a large red flower on the side (must be clearly visible), wit",https://x.com/MANISH1027512/status/2027637860170715301,2026-02-28T06:51:52.000Z,"{""name"":""古一"",""link"":""https://x.com/MANISH1027512""}","[""https://pbs.twimg.com/media/HCOdrdsawAA1WHX.jpg"",""https://pbs.twimg.com/media/HCOdvGdbsAA95yb.jpg""]",[],[]
714,Travel Vlog Video Generation with Seamless Transitions (Seedance 2.0),"A detailed, multi-scene prompt for Seedance 2.0 to create a travel vlog video with seamless transitions achieved through continuous action and object occlusion. The prompt specifies four distinct scenes featuring a girl, focusing on camera movement (handheld, slight shake), lighting, color grading (cinematic, creamy, blue-toned film), and the use of montage to present various self-portraits.","手持手机自拍，镜头轻微晃动，真实旅拍感，阳光明媚，温柔治愈，电影感色调，治愈系bgm，女孩的各种萌系自拍以蒙太奇的方式呈现：1、阳光透过白纱窗帘，穿白色吊带、粉色睡裤（短裤）的女孩跪坐在床上，睡眼惺忪对着手机揉眼睛，突然眯眼比耶，镜头柔光，模拟手机前置轻微畸变，奶油色调。用手遮镜头丝滑转镜至2、便利店冰柜暖黄灯光前，女孩（粉色t恤，bare shoulders）举草莓牛奶盒贴脸自拍，突然吐舌做鬼脸，冰柜玻璃反光映出模糊人影，背景虚化带霓虹光晕 。最后举起牛奶盒挡住镜头丝滑转镜至3、出租车窗雨水滑落，女孩（letterman jacket，灰色小吊带内搭）用指尖在起雾玻璃画小猫耳朵，凑近镜头模仿猫咪皱鼻，雨水折射街灯光斑，蓝调胶片质感。最后用手将车玻璃上的潮气擦糊丝滑转镜至4、手机屏幕映出夜空烟花，在大雪纷飞中，女孩（棕色牛角扣大衣，格子围巾）将镜头转向自己被烟花照亮的侧脸，睫毛沾着雪花哈出白气，双画面同步呈现，光绘轨迹特效。无字幕
所有转场均通过动作连贯性与物体遮挡丝滑完成，保持同一主角与相似构图。画面明亮、色彩清新不失时尚感，运镜流畅带轻微电影感动态。背景音乐治愈又欢快，节奏与转场点契合。",https://x.com/Adam38363368936/status/2027691853815161125,2026-02-28T10:26:25.000Z,"{""name"":""Adam也叫吉米"",""link"":""https://x.com/Adam38363368936""}",[],[],"[{""id"":""69a3d577f49a230004066d4a"",""url"":""https://video.twimg.com/amplify_video/2027690367861329923/vid/avc1/720x1280/Cd0g3c9yheXm9XT3.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2027690367861329923/img/9ZkDaEt4mv2ZkEQA.jpg"",""caption"":null}]"
713,Universal Cinematic Video Script/Prompt Framework,"A universal framework (script/prompt) for generating 15-second promotional videos, following a four-part structure: setting the atmosphere (slow), building tension (slow to fast), montage of visual anchors (fast cuts), and a slow, narrative conclusion with text overlay. The example script is for a promotional video about the city of Chengdu.","第1镜 0–2s 极近景。
清晨，一双老人的手，缓缓将一碗热茶推过青石桌面。水雾袅袅升起，与窗外薄薄的晨雾融为一体。画面静谧，呼吸般的节奏。

第2镜 2–5s 低角度广角。
镜头贴近湿润的青石板路，一行人影从巷子深处缓缓走来，两侧老墙爬满青苔，红灯笼在晨风中轻轻摇曳。光线从巷口倾泻而入，逆光，金尘飘浮。

第3镜 5–8s 中景慢推。
一个年轻女人独自站在都江堰水边，望着奔涌千年的江水发呆。她的衣角被风掀起，江水声盖过一切。镜头缓缓环绕，天地辽阔，人显得很小，却很笃定。

第4镜 8–11s 快速蒙太奇，每帧约0.5秒
变脸绝技定格的惊艳瞬间 / 大熊猫慵懒抬头直视镜头 / 武侯祠烛光摇曳照亮千年石刻 / 夜晚锦里人潮涌动烟火漫天。每帧色彩浓烈，剪辑如鼓点落地。

第5镜 11–13s 黄昏。
一个男孩趴在茶馆窗边，手托下巴，看着街上人来人往，嘴角微微上扬。老茶馆里，方言软糯，麻将声声，时间仿佛从未离开过这里。手持镜头，温柔而真实。

第6镜 13–15s 无人机缓缓拉升。
夜幕下的成都，万灯齐亮，锦江蜿蜒如带，城与山与平原融为壮阔一体。画面渐暗，白色字幕淡入——
旁白：「有一座城，让人来了，就不想走。」 （停顿） 「成都，自古如此。」
片尾字幕：成都·悠然天府 黑屏。结束。",https://x.com/yyyole/status/2027763476056445073,2026-02-28T15:11:01.000Z,"{""name"":""沐阳"",""link"":""https://x.com/yyyole""}",[],[],"[{""id"":""69a3d577f49a230004066d49"",""url"":""https://video.twimg.com/amplify_video/2027601937789857792/vid/avc1/1280x720/LGIcFfVsAy84qSEU.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2027601937789857792/img/oL2RPs45WRJ5b_DN.jpg"",""caption"":null}]"
712,Anime Style Street Encounter Transition Video (Seedance 2.0),"A prompt for Seedance 2.0 to generate a first-person, anime-style video clip of a chance encounter on a busy street. The scene involves bumping into a girl, her turning around, and a brief dialogue, with specific details on character appearance, setting, lighting, and a musical cue for the transition.","动漫风格，第一视角，我走在热闹的街道上，不小心轻轻撞到了身前的女孩，她缓缓回过头，紫色的双马尾顺着动作轻轻扬起，发梢带着柔和的光泽，绿色的眼眸像被阳光照透的翡翠，干净又透亮。

长长的睫毛轻轻颤动，侧脸线条干净柔和，一抬眼的瞬间，干净又惊艳，我（男的）用日语对女孩说：“对不起！我不是故意的”

女孩说：“没关系~”下面有字幕。

身后是暖色调的街道，招牌灯光朦胧，风轻轻吹过，衬得她整个人都像从动漫里走出来一样，温柔又耀眼，背景音乐在女孩转身那一刻刚好卡点上。",https://x.com/liyue_ai/status/2027570674735382770,2026-02-28T02:24:53.000Z,"{""name"":""李岳"",""link"":""https://x.com/liyue_ai""}",[],[],"[{""id"":""69a3d575b225f70004e956d2"",""url"":""https://video.twimg.com/amplify_video/2027570608356397056/vid/avc1/720x1280/eOqQM5rHjTKw7-sn.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2027570608356397056/img/sU1CBRvnNhlr1eHb.jpg"",""caption"":null}]"
711,Detailed Prompt for Ancient Martial Arts Movie Poster (Nano Banana 2),"An extremely detailed, multi-section prompt for generating an ancient Chinese martial arts movie poster in the 'Brick Well Wall Low-Angle Style' using Nano Banana 2. The prompt specifies core aesthetics, key elements, atmosphere, color scheme, character appearance (using two reference images), composition (extreme low-angle, circular enclosure), lighting, and texture details.","风格 32：古风武侠砖石井壁仰拍风格
完整创作指南
【风格概述】
风格名称：古风武侠砖石井壁仰拍风格
风格编号：32
风格类型：古风武侠电影海报
核心美学：砖石井壁内院仰拍、圆形围合结构、多人包围、血色书法、冷灰蓝色调、幽闭压抑
【核心特征】
关键元素：
✅ 极低角度仰拍（从砖石井壁内院地面向上看）
✅ 圆形砖石井壁结构背景（非土楼、非石井、非地牢，完全贴合参考图）
✅ 中心主角（参考图 1）在画面中下部
✅ 四名敌人包围（左上、右上、左下、右下）
✅ 左下角色使用参考图 2 样貌
✅ 褪色蓝灰色古风汉服
✅ 顶部白光光晕 + 血色书法标题
✅ 粗糙砖石与木质横梁纹理（完全贴合参考图）
✅ 冷灰蓝主色调（去饱和，非纯蓝）
✅ 阴雨湿润氛围
氛围定位：
核心情绪：紧张、幽闭、宿命感、对抗、囚禁、背叛
视觉基调：压抑、冷峻、武侠史诗
文化语境：古风武侠、权力斗争、生存绝境
色彩方案（严格参考参考图3，去饱和中性冷灰蓝）：
主色调：去饱和冷灰蓝（#2A3038、#445058、#7A8890、#B0BEC5）
重点色：血红色（#9D1A1A）- 仅用于标题
对比度：60-70%（中高对比）
饱和度：20-35%（低饱和，接近参考图去色感，不要纯蓝）
色温：3800-4200K（轻微冷调，带灰褐底色）
【核心指令】
作为世界级古风武侠电影海报摄影师，为 **[参考图 1 人物]（中心主角）和 [参考图 2 人物]（左下敌人）创作砖石井壁内院仰拍 ** 的古风武侠海报。
五大核心要求：
100% 严格还原参考图 1 人物作为中心主角
100% 严格还原参考图 2 人物作为左下敌人
气质转化为古风武侠对抗
完全汲取参考图视觉 DNA（砖石井壁内院仰拍、圆形围合、多人包围、冷灰蓝、血色标题）
允许创意微调
【一、人物样貌还原】
A. 中心主角（参考图 1）- 绝对核心
样貌还原：
✅ 100% 还原参考图 1
脸型、五官、年龄感、体型完全一致
发型：完全按照参考图1
不做任何预设

表情：
✅ 坚定、锐利、不屈
眼神向下看
直视镜头（仰拍视角）
下颌紧绷
传递 ""绝境中的决心""
姿态：
✅ 站立，身体前倾
面向镜头
右手自然垂于身侧
左手部分可见
身体略前倾，传递对抗感
B. 左下敌人（参考图 2）
样貌还原：
✅ 100% 还原参考图 2
脸型、五官、年龄感完全一致
发型：完全按照参考图 2
不做任何预设
服饰：
✅ 灰蓝色甲胄
✅ 深色头盔
✅ 臂甲、皮质束带
姿态：
✅ 蹲伏，手持武器
位于画面左下角
俯视中心主角
攻击性强姿态
表情：
✅ 攻击性强、充满对抗感
C. 其他三名敌人（非参考图）
左上敌人：
服饰：灰蓝色甲胄、深色头盔
姿态：俯身于砖石井壁上层横梁，向下凝视
表情：凶狠、带有掠夺感
右上敌人：
服饰：灰蓝色甲胄、深色头盔
姿态：俯身于砖石井壁上层横梁，向下凝视
表情：凶狠、带有掠夺感
右下敌人：
服饰：绿色甲胄、深色头盔
姿态：站立，手持刀剑
表情：轻蔑、不屑
【二、服装设计 - 古风汉服 + 甲胄】
中心主角服装（参考图 1）：
古风汉服（核心）：
✅ 单层长袍
类型：古风汉服长袍
颜色：褪色蓝灰色（#4A6B73 - #8B9A9F）
面料：粗糙亚麻质感
宽袖、及地长袍
✅ 深棕色腰带
皮革或布质
束于腰间
✅ 黑色皮质护腕
双手手腕
皮革质感
✅ 腰间配剑
剑鞘可见
古风长剑
整体风格：
""粗糙、朴素、战损感""
""褪色、风化""
""古风武侠侠客""
敌人服装：
灰蓝色甲胄（左上、右上、左下）：
✅ 金属或皮革甲片
✅ 深色头盔
✅ 皮质束带、臂甲
✅ 武器：石锤、刀剑
绿色甲胄（右下）：
✅ 绿色金属甲片
✅ 深色头盔
✅ 手持刀剑
【三、核心构图 - 极低角度砖石井壁内院仰拍】
拍摄视角（绝对核心）：
极低角度仰拍 参考参考图3角度（最关键）：
✅ 镜头类型：
标准广角镜头，16-24mm 等效
非鱼眼，无桶形畸变
建筑垂直线自然向顶部圆形天光汇聚
✅ 镜头位置：
位于砖石井壁内院地面
极低位置
向上仰拍（-60 度至 - 80 度）
✅ 视角效果：
中心主角从下往上看，显得高大
四周砖石井壁结构向顶部圆形天光自然收拢
圆形天井开口在顶部，透出白色漫射天光
传递 ""困兽之斗""/""绝境反击""
人物位置布局：
中心主角（参考图 1）：
✅ 位置：画面中下部
✅ 占比：占画面 30-40%
✅ 视线：向下看，直视镜头
四名敌人包围：
✅ 左上：俯身于砖石井壁上层横梁，向下凝视
✅ 右上：俯身于砖石井壁上层横梁，向下凝视
✅ 左下（参考图 2）：蹲伏于院内地面，手持武器
✅ 右下：站立于院内地面，手持刀剑
视觉包围感：
✅ 四名敌人形成 ""牢笼"" 式包围
✅ 非对称布局
✅ 增加压迫感
【四、背景设计 - 圆形砖石井壁内院】
核心背景（绝对核心）：
圆形砖石井壁内院（完全贴合参考图，非土楼、非石井、非地牢）：
✅ 结构：
圆形砖石井壁内院
四周为粗糙砖石砌筑的圆形井壁与多层木质横梁结构
井壁向上逐层收窄，汇聚至顶部圆形天井开口
直径约 15-20 米，深度感强
✅ 材质：
粗糙砖石墙面，深灰褐色，粗糙质感
木质横梁与结构，老旧斑驳
与参考图建筑材质完全一致
✅ 纹理细节：
砖石层叠纹理、砌缝清晰
木质老旧、风化
水渍痕迹、青苔
裂缝、斑驳
✅ 顶部开口：
圆形天井开口
透出阴雨天空漫射白光
形成柔和光晕效果
氛围效果：
✅ 幽闭、压抑
✅ 阴雨感、湿润
✅ 传递 ""囚笼""/""绝境""
【五、灯光设计 - 顶光 + 冷调】
主光 - 顶部开口光（核心）：
光源设定：
✅ 顶部自然光
来自天井圆形开口
自上而下照射
阴雨天漫射白光，柔和不刺眼
形成光晕效果
照明效果：
中心主角：
✅ 顶光照亮头部、肩膀
✅ 面部受光
✅ 身体下部略暗
敌人：
✅ 逆光或侧光
✅ 轮廓光明显
砖石井壁与横梁：
✅ 环形光影
✅ 砖石与木质纹理清晰
✅ 冷灰蓝色调
整体氛围：
✅ 冷调、阴郁
✅ 阴雨天气感
✅ 湿润砖石与木面
【六、色彩方案 - 冷灰蓝 + 血红】
主色调（严格参考参考图，去饱和中性冷调）：
冷灰蓝色调（非纯蓝，带灰褐底色）：
✅ 深灰蓝（#2A3038）- 阴影、甲胄
✅ 灰蓝（#445058）- 砖石、木质
✅ 中灰蓝（#7A8890）- 中间调
✅ 浅灰蓝（#B0BEC5）- 高光、天光
重点色彩：
✅ 血红色（#9D1A1A）
仅用于标题文字
高饱和（80-90%）
画面唯一暖色
整体处理：
对比度：60-70%（中高对比）
饱和度：20-35%（低饱和，接近参考图去色感）
色温：3800-4200K（轻微冷调，带灰褐底，非纯冷蓝）
色彩分级：冷灰蓝 + 血红重音
【七、质感与后期 - 湿润风化】
皮肤纹理：
✅ 完全不磨皮
✅ 真实质感
✅ 略显湿润（雨水",https://x.com/john87445528/status/2027566743426605539,2026-02-28T02:09:16.000Z,"{""name"":""John"",""link"":""https://x.com/john87445528""}","[""https://pbs.twimg.com/media/HCNdLkIbUAEWOvC.jpg""]","[""https://pbs.twimg.com/media/HCNdLkIbUAEWOvC.jpg""]",[]
710,Universal Prompt Template for Seedance 2.0,"A reusable, structured template for creating detailed prompts for Seedance 2.0, designed to guide users in specifying the role, task, context, format, and constraints for their generation requests. This is a meta-prompt structure, not a generation prompt itself.","<role>你是一位{领域}专家</role>
<task>请完成{具体任务}</task>
<context>背景信息：{详细说明}</context>
<format>输出格式：{格式要求}</format>
<constraints>约束条件：{限制规则}</constraints>",https://x.com/wizhrzh11933/status/2027612615787086129,2026-02-28T05:11:33.000Z,"{""name"":""滕宙先森"",""link"":""https://x.com/wizhrzh11933""}","[""https://pbs.twimg.com/media/HCOG64sbEAEQAts.png""]",[],[]
709,Cinematic CG Short Film of Guoman Character Duel (Seedance 2.0),"A detailed, multi-stage prompt for Seedance 2.0 to generate a 15-second cinematic CG short film depicting a duel between two Guoman (Chinese animation) characters in a snowy, ruined martial arts arena. The prompt uses placeholders for two reference images and specifies action choreography, camera work, and the final dramatic standoff.","15秒的电影级CG短片，场景是覆雪的破败演武场，细雪纷飞。 
【@图1】手持双剑，面容清冷。 
【@图2】持伞，没有打开，神情阴郁。 
【@图2】与【@图1】在雪中对峙，下一刹那战斗爆发。
【@图1】化为残影突刺，剑分三点寒星；
【@图2】只用伞格挡，炸开红白火星。
紧接着把伞尖像枪般刺出，暗影突刺连绵不绝，而剑影灵动，在枪影中穿梭格挡，带起道道冰晶轨迹。
【@图1】踏碎地面，挥动双剑斩出新月般的巨大十字斩剑气，
【@图2】打开伞，高速旋转以伞面迎击 最终镜头慢动作定格：旋转的伞如同利刃与剑尖悍然对撞！
一半是暗色如潮，一半是冰霜汇聚，两股能量形成一个剧烈波动的能量球，将周围一切排开湮灭。
特写两人面孔：【@图1】眼神决绝，额前汗珠成霜；【@图2】战意沸腾，嘴角溢血。
画面在此永恒对峙。 电影级写实渲染，皮肤与布料细节，夸张的动态模糊与速度残影，粒子特效，体积光，史诗构图。",https://x.com/liyue_ai/status/2027770615856566299,2026-02-28T15:39:23.000Z,"{""name"":""李岳"",""link"":""https://x.com/liyue_ai""}",[],[],"[{""id"":""69a3d573f49a230004066d48"",""url"":""https://video.twimg.com/amplify_video/2027770239514251265/vid/avc1/1280x720/DOebbMNZbQ3oskHW.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2027770239514251265/img/thvNkVGirPmi_9es.jpg"",""caption"":null}]"
